Voltage,Current,Direction,Timestamp,Nruns
0.0,2.695841e-11,1,1781064974.6451015,2
0.1,1.587096e-07,1,1781064974.8436885,2
0.2,5.080853e-07,1,1781064975.0629408,2
0.30000000000000004,1.215788e-06,1,1781064975.2778375,2
0.4,2.560282e-06,1,1781064975.4738047,2
0.5,4.920167e-06,1,1781064975.6666956,2
0.6,8.985335e-06,1,1781064975.8612201,2
0.7,1.532442e-05,1,1781064976.0627332,2
0.7999999999999999,2.537215e-05,1,1781064976.263901,2
0.8999999999999999,4.132373e-05,1,1781064976.4629648,2
0.9999999999999999,6.666296e-05,1,1781064976.6558518,2
1.0999999999999999,0.0001035633,1,1781064976.8571928,2
1.2,0.0001612477,1,1781064977.068917,2
1.3,0.0002480761,1,1781064977.2598884,2
1.4000000000000001,0.0003752524,1,1781064977.4726558,2
1.5000000000000002,0.0005586988,1,1781064977.663825,2
1.6000000000000003,0.000822484,1,1781064977.8561635,2
1.7000000000000004,0.04883127,1,1781064978.0595846,2
1.8000000000000005,0.05156131,1,1781064978.2786293,2
1.9000000000000006,0.05506907,1,1781064978.4726257,2
2.0000000000000004,0.05982002,1,1781064978.6826909,2
2.1000000000000005,0.06463719,1,1781064978.893644,2
2.2000000000000006,0.06822655,1,1781064979.0895393,2
2.3000000000000007,0.07185063,1,1781064979.2838798,2
2.400000000000001,0.07553839,1,1781064979.5054724,2
2.500000000000001,0.07936057,1,1781064979.6969075,2
2.600000000000001,0.08308804,1,1781064979.8958077,2
2.700000000000001,0.0868834,1,1781064980.0986414,2
2.800000000000001,0.09066112,1,1781064980.2908707,2
2.9000000000000012,0.09439534,1,1781064980.4806936,2
3.0000000000000013,0.0980521,1,1781064980.6740339,2
3.1000000000000014,0.1018106,1,1781064980.8640413,2
3.2000000000000015,0.105369,1,1781064981.0516267,2
3.3000000000000016,0.1090425,1,1781064981.2479746,2
3.4000000000000017,0.1127327,1,1781064981.439887,2
3.5000000000000018,0.1165184,1,1781064981.6367269,2
3.600000000000002,0.1202941,1,1781064981.8439817,2
