Voltage,Current,Direction,Timestamp,Nruns
0.0,2.759385e-09,1,1781066836.016879,2
0.1,1.050008e-06,1,1781066836.215322,2
0.2,2.070607e-05,1,1781066836.4127445,2
0.30000000000000004,4.61465e-05,1,1781066836.6139739,2
0.4,9.110863e-05,1,1781066836.8041618,2
0.5,0.0001614743,1,1781066836.997376,2
0.6,0.0002692723,1,1781066837.184303,2
0.7,0.0004166674,1,1781066837.3811865,2
0.7999999999999999,0.000622281,1,1781066837.5789173,2
0.8999999999999999,0.0009273334,1,1781066837.7694309,2
0.9999999999999999,0.001342829,1,1781066837.9706004,2
1.0999999999999999,0.001924308,1,1781066838.1636865,2
1.2,0.002676373,1,1781066838.3747554,2
1.3,0.003684934,1,1781066838.575758,2
1.4000000000000001,0.004936599,1,1781066838.788955,2
1.5000000000000002,0.05550706,1,1781066838.9869525,2
1.6000000000000003,0.06159139,1,1781066839.2053006,2
1.7000000000000004,0.06685808,1,1781066839.4193945,2
1.8000000000000005,0.07187946,1,1781066839.6120002,2
1.9000000000000006,0.07647379,1,1781066839.803828,2
2.0000000000000004,0.08129895,1,1781066840.0180078,2
2.1000000000000005,0.08611348,1,1781066840.2194242,2
2.2000000000000006,0.09105407,1,1781066840.4119585,2
2.3000000000000007,0.09594066,1,1781066840.5976715,2
2.400000000000001,0.1010348,1,1781066840.805311,2
2.500000000000001,0.1063245,1,1781066840.992572,2
2.600000000000001,0.111397,1,1781066841.1906002,2
2.700000000000001,0.1165748,1,1781066841.3898606,2
2.800000000000001,0.1218909,1,1781066841.5748699,2
2.9000000000000012,0.1269104,1,1781066841.7653213,2
3.0000000000000013,0.1321555,1,1781066841.9705598,2
3.1000000000000014,0.1371116,1,1781066842.1638696,2
3.2000000000000015,0.1422521,1,1781066842.350823,2
3.3000000000000016,0.1476482,1,1781066842.5351338,2
3.4000000000000017,0.1530949,1,1781066842.7261999,2
