timestamp_unix,timestamp_iso,sample_timestamp,sample_clockbase,block_index,block_name,mode,sweep_variable,sweep_value,point_index_block,point_index_total,set_bias_V,set_amplitude_V,set_frequency_Hz,measured_drive_V,measured_frequency_Hz,model,model_name,param0_name,param1_name,param0,param1,C_F,R_Ohm,demod_R_raw,demod_R,demod_R_gain,Z_real_Ohm,Z_imag_Ohm,Z_abs_Ohm,Z_phase_rad,imps_current_range_A,currin_index,currin_range_A,currin_norm_min,currin_norm_max,currin_est_A,currin_peak_A,iv_autorange_mode
1781064029.5162838,2026-06-10T12:00:29.516,87730478041456,,1,cf_0V,frequency,frequency,0.0,1,1,0.0,0.1,0.0,0.099945068359375,0.0,0,Rp || Cp,Rp,Cp,108.61696845122093,nan,nan,108.61696845122093,8.461072295228161e-08,8.461072295228161e-08,1.0,-108.61696845029894,-0.0004475333132156692,108.61696845122091,-3.1415885333006743,9.999999747378752e-05,0,9.999999747378752e-05,-0.15032958984375,0.6336669921875,2.416686950668101e-05,6.336669761797253e-05,off
1781064030.362668,2026-06-10T12:00:30.362,87730530511216,,1,cf_0V,frequency,frequency,100.0,2,2,0.0,0.1,100.0,0.099945068359375,99.99999996068709,0,Rp || Cp,Rp,Cp,1452048.140305315,5.257935153338434e-11,5.257935153338434e-11,1452048.140305315,4.908370843609588e-08,4.908370843609588e-08,1.0,1448714.3752728826,-69495.85114427278,1450380.2999381113,-0.04793396001597285,9.999999747378752e-06,0,9.999999747378752e-06,-0.32177734375,0.2728271484375,-2.447509703795703e-07,3.2177733562122057e-06,off
1781064030.8301303,2026-06-10T12:00:30.830,87730556029296,,1,cf_0V,frequency,frequency,111.67312606580774,3,3,0.0,0.1,111.67312606580774,0.099945068359375,111.6731259998005,0,Rp || Cp,Rp,Cp,1467179.5000760793,5.175993791308147e-11,5.175993791308147e-11,1467179.5000760793,4.9056541285103074e-08,4.9056541285103074e-08,1.0,1463025.5336416266,-77957.41760406572,1465101.044654211,-0.05323472474515774,9.999999747378752e-06,0,9.999999747378752e-06,-0.32177734375,0.315765380859375,-3.0059813693750215e-08,3.2177733562122057e-06,off
1781064031.2680426,2026-06-10T12:00:31.268,87730584988016,,1,cf_0V,frequency,frequency,124.70887085309788,4,4,0.0,0.1,124.70887085309788,0.099945068359375,124.70887085669347,0,Rp || Cp,Rp,Cp,1468828.9818987863,5.125507767871298e-11,5.125507767871298e-11,1468828.9818987863,4.872434228035963e-08,4.872434228035963e-08,1.0,1463735.2834498012,-86347.12585276498,1466279.9208060182,-0.05892265818002538,9.999999747378752e-06,0,9.999999747378752e-06,-0.32177734375,0.327972412109375,3.097534101437205e-08,3.27972403824095e-06,off
1781064031.6472666,2026-06-10T12:00:31.647,87730609072496,,1,cf_0V,frequency,frequency,139.2662945630255,5,5,0.0,0.1,139.2662945630255,0.099945068359375,139.26629449656502,0,Rp || Cp,Rp,Cp,1472034.0518853522,5.2715779737483654e-11,5.2715779737483654e-11,1472034.0518853522,4.903252019359883e-08,4.903252019359883e-08,1.0,1465278.064842477,-99495.72664333497,1468652.173568949,-0.06779821183446245,9.999999747378752e-06,0,9.999999747378752e-06,-0.32177734375,0.327972412109375,3.097534101437205e-08,3.27972403824095e-06,off
1781064032.122052,2026-06-10T12:00:32.122,87730633156976,,1,cf_0V,frequency,frequency,155.52302469454662,6,6,0.0,0.1,155.52302469454662,0.099945068359375,155.52302464527656,0,Rp || Cp,Rp,Cp,1433906.6203287975,5.228191349886991e-11,5.228191349886991e-11,1433906.6203287975,4.951319108850325e-08,4.951319108850325e-08,1.0,1426252.5885963682,-104482.45102205363,1430074.4837418145,-0.07312600063042249,9.999999747378752e-06,0,9.999999747378752e-06,-0.29974365234375,0.327972412109375,1.4114379526253273e-07,3.27972403824095e-06,off
1781064032.5113542,2026-06-10T12:00:32.511,87730658388336,,1,cf_0V,frequency,frequency,173.67742342849834,7,7,0.0,0.1,173.67742342849834,0.099945068359375,173.6774233762617,0,Rp || Cp,Rp,Cp,1406663.0909254418,5.300433741165008e-11,5.300433741165008e-11,1406663.0909254418,5.115779239660033e-08,5.115779239660033e-08,1.0,1397412.4021662169,-113697.08527803427,1402030.1169834682,-0.08118375811364176,9.999999747378752e-06,0,9.999999747378752e-06,-0.30023193359375,0.327606201171875,1.3687133443296418e-07,3.2760619289584625e-06,off
1781064032.9443603,2026-06-10T12:00:32.944,87730681325936,,1,cf_0V,frequency,frequency,193.95100801315368,8,8,0.0,0.1,193.95100801315368,0.099945068359375,193.9510080006812,0,Rp || Cp,Rp,Cp,1431213.3733105017,5.034747287539126e-11,5.034747287539126e-11,1431213.3733105017,5.004705878047141e-08,5.004705878047141e-08,1.0,1420261.804133072,-124716.05910236407,1425727.0733479648,-0.08758735460333278,9.999999747378752e-06,0,9.999999747378752e-06,-0.30023193359375,0.327606201171875,1.3687133443296418e-07,3.2760619289584625e-06,off
1781064033.3455498,2026-06-10T12:00:33.345,87730707130736,,1,cf_0V,frequency,frequency,216.59115368443398,9,9,0.0,0.1,216.59115368443398,0.099945068359375,216.5911537588272,0,Rp || Cp,Rp,Cp,1466847.0239268723,5.215361164899769e-11,5.215361164899769e-11,1466847.0239268723,4.8526897497033645e-08,4.8526897497033645e-08,1.0,1451118.6969302145,-151075.0455114355,1458961.6656912977,-0.10373565315885867,9.999999747378752e-06,0,9.999999747378752e-06,-0.302734375,0.327606201171875,1.243591277177991e-07,3.2760619289584625e-06,off
1781064033.8459954,2026-06-10T12:00:33.845,87730733795696,,1,cf_0V,frequency,frequency,241.8741121014056,10,10,0.0,0.1,241.8741121014056,0.099945068359375,241.87411220566446,0,Rp || Cp,Rp,Cp,1455925.7757791362,5.317755587597675e-11,5.317755587597675e-11,1455925.7757791362,4.971360477918035e-08,4.971360477918035e-08,1.0,1436044.618452033,-168968.130096136,1445951.0279304862,-0.11712365221828941,9.999999747378752e-06,0,9.999999747378752e-06,-0.302734375,0.314453125,5.859374851979737e-08,3.144531170562459e-06,off
1781064034.2126496,2026-06-10T12:00:34.212,87730761607536,,1,cf_0V,frequency,frequency,270.1083821275558,11,11,0.0,0.1,270.1083821275558,0.099945068359375,270.1083821676775,0,Rp || Cp,Rp,Cp,1468455.8917981344,5.2664215944640756e-11,5.2664215944640756e-11,1468455.8917981344,4.9031886188798054e-08,4.9031886188798054e-08,1.0,1443588.3820850176,-189468.85789818276,1455969.046719085,-0.13050259128970643,9.999999747378752e-06,0,9.999999747378752e-06,-0.30706787109375,0.30462646484375,-1.2207030941624453e-08,3.070678633365631e-06,off
