Voltage,Current,Direction,Timestamp,Nruns
0.0,-6.053168e-11,1,1781064213.8236392,2
0.1,1.106585e-07,1,1781064214.0239909,2
0.2,3.111987e-07,1,1781064214.2316966,2
0.30000000000000004,6.790113e-07,1,1781064214.452751,2
0.4,1.247197e-06,1,1781064214.6466556,2
0.5,2.161719e-06,1,1781064214.8357873,2
0.6,3.598174e-06,1,1781064215.0320032,2
0.7,5.794126e-06,1,1781064215.2350473,2
0.7999999999999999,9.282477e-06,1,1781064215.4448192,2
0.8999999999999999,1.454393e-05,1,1781064215.642898,2
0.9999999999999999,2.319382e-05,1,1781064215.8457534,2
1.0999999999999999,3.566533e-05,1,1781064216.0461693,2
1.2,5.332873e-05,1,1781064216.2448223,2
1.3,8.089615e-05,1,1781064216.4418294,2
1.4000000000000001,0.0001189068,1,1781064216.6523576,2
1.5000000000000002,0.0001738416,1,1781064216.8669717,2
1.6000000000000003,0.0002582555,1,1781064217.0591462,2
1.7000000000000004,0.0003719081,1,1781064217.2719524,2
1.8000000000000005,0.0005282191,1,1781064217.4687872,2
1.9000000000000006,0.0007389429,1,1781064217.6674445,2
2.0000000000000004,0.001003025,1,1781064217.8873339,2
2.1000000000000005,0.001341905,1,1781064218.0875401,2
2.2000000000000006,0.001766465,1,1781064218.2809684,2
2.3000000000000007,0.002258279,1,1781064218.4742274,2
2.400000000000001,0.002818727,1,1781064218.6839635,2
2.500000000000001,0.1028934,1,1781064218.8922193,2
2.600000000000001,0.1050004,1,1781064219.085999,2
2.700000000000001,0.1050004,1,1781064219.2824726,2
2.800000000000001,0.1050003,1,1781064219.471365,2
2.9000000000000012,0.1050003,1,1781064219.677735,2
3.0000000000000013,0.1050004,1,1781064219.8586051,2
3.1000000000000014,0.1050003,1,1781064220.0510259,2
3.2000000000000015,0.1050003,1,1781064220.2708573,2
3.3000000000000016,0.1050004,1,1781064220.451776,2
