timestamp_unix,timestamp_iso,sample_timestamp,sample_clockbase,block_index,block_name,mode,sweep_variable,sweep_value,point_index_block,point_index_total,set_bias_V,set_amplitude_V,set_frequency_Hz,measured_drive_V,measured_frequency_Hz,model,model_name,param0_name,param1_name,param0,param1,C_F,R_Ohm,demod_R_raw,demod_R,demod_R_gain,Z_real_Ohm,Z_imag_Ohm,Z_abs_Ohm,Z_phase_rad,imps_current_range_A,currin_index,currin_range_A,currin_norm_min,currin_norm_max,currin_est_A,currin_peak_A,iv_autorange_mode
1781064558.860766,2026-06-10T12:09:18.860,87762240022896,,1,cf_0V,frequency,frequency,0.0,1,1,0.0,0.1,0.0,0.099945068359375,0.0,0,Rp || Cp,Rp,Cp,108.61696845122093,nan,nan,108.61696845122093,8.543269983863778e-08,8.543269983863778e-08,1.0,-108.61696845029894,-0.0004475333132156692,108.61696845122091,-3.1415885333006743,9.999999747378752e-05,0,9.999999747378752e-05,-0.07977294921875,0.0118408203125,-3.396606359507004e-06,7.97729472035158e-06,off
1781064559.8354213,2026-06-10T12:09:19.835,87762297080176,,1,cf_0V,frequency,frequency,100.0,2,2,0.0,0.1,100.0,0.099945068359375,99.99999996068709,0,Rp || Cp,Rp,Cp,304334.9416090418,5.590964656313476e-10,5.590964656313476e-10,304334.9416090418,2.642193090030142e-07,2.642193090030142e-07,1.0,300895.7770361636,-32168.775178912685,302610.4736037867,-0.10650547775526321,0.0010000000474974513,0,0.0010000000474974513,-0.026458740234375,0.074066162109375,2.38037120681156e-05,7.406616562732893e-05,off
1781064560.7006307,2026-06-10T12:09:20.700,87762345822576,,1,cf_0V,frequency,frequency,111.67312606580774,3,3,0.0,0.1,111.67312606580774,0.099945068359375,111.6731259998005,0,Rp || Cp,Rp,Cp,303806.64986884914,1.0962784216955369e-09,1.0962784216955369e-09,303806.64986884914,2.4035317477264453e-07,2.4035317477264453e-07,1.0,288074.1527941236,-67321.06480246421,295835.83838708536,-0.22957350171339516,9.999999747378752e-05,0,9.999999747378752e-05,-0.070281982421875,0.0726318359375,1.1749267281313536e-07,7.263183410266549e-06,off
1781064561.1164196,2026-06-10T12:09:21.116,87762374207856,,1,cf_0V,frequency,frequency,124.70887085309788,4,4,0.0,0.1,124.70887085309788,0.099945068359375,124.70887085669347,0,Rp || Cp,Rp,Cp,301931.08379892784,1.0692038848882965e-09,1.0692038848882965e-09,301931.08379892784,2.4378805666726617e-07,2.4378805666726617e-07,1.0,283773.30673156545,-71782.25714826757,292711.4313699879,-0.2477591597546482,9.999999747378752e-05,0,9.999999747378752e-05,-0.07086181640625,0.0726318359375,8.850097432677728e-08,7.263183410266549e-06,off
1781064561.5149624,2026-06-10T12:09:21.514,87762398292336,,1,cf_0V,frequency,frequency,139.2662945630255,5,5,0.0,0.1,139.2662945630255,0.099945068359375,139.26629449656502,0,Rp || Cp,Rp,Cp,302390.1770073193,1.0592949158438275e-09,1.0592949158438275e-09,302390.1770073193,2.4264889190873884e-07,2.4264889190873884e-07,1.0,280363.81030569435,-78583.68848341258,291168.7864878126,-0.27327930645957355,9.999999747378752e-05,0,9.999999747378752e-05,-0.07568359375,0.0726318359375,-1.5258788677030566e-07,7.568359183807161e-06,off
1781064561.9591255,2026-06-10T12:09:21.959,87762423523696,,1,cf_0V,frequency,frequency,155.52302469454662,6,6,0.0,0.1,155.52302469454662,0.099945068359375,155.52302464527656,0,Rp || Cp,Rp,Cp,306190.36214625905,1.0721791276661266e-09,1.0721791276661266e-09,306190.36214625905,2.453778673752207e-07,2.453778673752207e-07,1.0,277619.88912254304,-89060.26921710187,291555.3710522853,-0.3104278408473756,9.999999747378752e-05,0,9.999999747378752e-05,-0.07568359375,0.07586669921875,9.15527320621834e-09,7.586669730219597e-06,off
1781064562.3689086,2026-06-10T12:09:22.368,87762450762096,,1,cf_0V,frequency,frequency,173.67742342849834,7,7,0.0,0.1,173.67742342849834,0.099945068359375,173.6774233762617,0,Rp || Cp,Rp,Cp,305318.2987117572,1.0764844550029351e-09,1.0764844550029351e-09,305318.2987117572,2.486571082238474e-07,2.486571082238474e-07,1.0,270519.35881033784,-97024.67165320084,287392.6067256563,-0.3443694635888615,9.999999747378752e-05,0,9.999999747378752e-05,-0.07568359375,0.07586669921875,9.15527320621834e-09,7.586669730219597e-06,off
1781064562.7997591,2026-06-10T12:09:22.799,87762474846576,,1,cf_0V,frequency,frequency,193.95100801315368,8,8,0.0,0.1,193.95100801315368,0.099945068359375,193.9510080006812,0,Rp || Cp,Rp,Cp,305383.19122392865,1.0709787679950528e-09,1.0709787679950528e-09,305383.19122392865,2.519282353644896e-07,2.519282353644896e-07,1.0,263521.90896611306,-105030.30520925301,283681.4437313326,-0.3792676994359936,9.999999747378752e-05,0,9.999999747378752e-05,-0.07568359375,0.077484130859375,9.002685319448034e-08,7.748412890196121e-06,off
1781064563.246457,2026-06-10T12:09:23.246,87762501798256,,1,cf_0V,frequency,frequency,216.59115368443398,9,9,0.0,0.1,216.59115368443398,0.099945068359375,216.5911537588272,0,Rp || Cp,Rp,Cp,306374.693647182,1.09088401020099e-09,1.09088401020099e-09,306374.693647182,2.5512652032191795e-07,2.5512652032191795e-07,1.0,253858.24281604294,-115463.12799733116,278883.0245328265,-0.42686584682402756,9.999999747378752e-05,0,9.999999747378752e-05,-0.0743408203125,0.077484130859375,1.5716552337341483e-07,7.748412890196121e-06,off
1781064563.6561267,2026-06-10T12:09:23.656,87762526742896,,1,cf_0V,frequency,frequency,241.8741121014056,10,10,0.0,0.1,241.8741121014056,0.099945068359375,241.87411220566446,0,Rp || Cp,Rp,Cp,304797.30467916443,1.0878442063850154e-09,1.0878442063850154e-09,304797.30467916443,2.6413739594324986e-07,2.6413739594324986e-07,1.0,243075.8699553579,-122486.69903455685,272192.70746097545,-0.46676525955408094,9.999999747378752e-05,0,9.999999747378752e-05,-0.0743408203125,0.077484130859375,1.5716552337341483e-07,7.748412890196121e-06,off
