timestamp_unix,timestamp_iso,sample_timestamp,sample_clockbase,block_index,block_name,mode,sweep_variable,sweep_value,point_index_block,point_index_total,set_bias_V,set_amplitude_V,set_frequency_Hz,measured_drive_V,measured_frequency_Hz,model,model_name,param0_name,param1_name,param0,param1,C_F,R_Ohm,demod_R_raw,demod_R,demod_R_gain,Z_real_Ohm,Z_imag_Ohm,Z_abs_Ohm,Z_phase_rad,imps_current_range_A,currin_index,currin_range_A,currin_norm_min,currin_norm_max,currin_est_A,currin_peak_A,iv_autorange_mode
1781064411.6568654,2026-06-10T12:06:51.656,87753388976496,,2,cv_100kHz,bias,bias,0.0,1,201,0.0,0.1,100000.0,0.099945068359375,99999.99999990905,0,Rp || Cp,Rp,Cp,3067272.4552619206,-1.1895757293974676e-13,-1.1895757293974676e-13,3067272.4552619206,2989710.189130253,2989710.189130253,1.0,2914109.2437534994,668082.5775753047,2989710.189130253,0.22536346247050235,9.999999747378752e-05,0,9.999999747378752e-05,-1.0,0.999969482421875,-1.5258788677030566e-09,9.999999747378752e-05,off
1781064412.1306634,2026-06-10T12:06:52.130,87753433991536,,2,cv_100kHz,bias,bias,0.01,2,202,0.01,0.1,100000.0,0.099945068359375,99999.99999990905,0,Rp || Cp,Rp,Cp,3388.2061153213576,2.224982355534443e-09,2.224982355534443e-09,3388.2061153213576,9.808166025812218e-05,9.808166025812218e-05,1.0,144.57045348534,-684.7874696377366,699.8817718685143,-1.3627343045730533,9.999999747378752e-05,0,9.999999747378752e-05,-1.0,0.999969482421875,-1.5258788677030566e-09,9.999999747378752e-05,off
1781064412.9859393,2026-06-10T12:06:52.985,87753487034736,,2,cv_100kHz,bias,bias,0.02,3,203,0.02,0.1,100000.0,0.099945068359375,99999.99999990905,0,Rp || Cp,Rp,Cp,4852.24143625706,4.25189904482895e-09,4.25189904482895e-09,4852.24143625706,0.00018016199344086803,0.00018016199344086803,1.0,28.704841162754455,-372.10059366375043,373.20613568254,-1.4938061168458419,0.0010000000474974513,0,0.0010000000474974513,-0.248626708984375,0.235076904296875,-6.774902665540594e-06,0.00024862672079351,off
1781064413.4295132,2026-06-10T12:06:53.429,87753513986416,,2,cv_100kHz,bias,bias,0.03,4,204,0.03,0.1,100000.0,0.099945068359375,99999.99999990905,0,Rp || Cp,Rp,Cp,4865.233273719424,4.252259160522773e-09,4.252259160522773e-09,4865.233273719424,0.00018016219408033854,0.00018016219408033854,1.0,28.624272373158657,-372.08119196891204,373.180602906822,-1.494017376104074,0.0010000000474974513,0,0.0010000000474974513,-0.248626708984375,0.23626708984375,-6.179809863837704e-06,0.00024862672079351,off
1781064413.8994932,2026-06-10T12:06:53.899,87753541224816,,2,cv_100kHz,bias,bias,0.04,5,205,0.04,0.1,100000.0,0.099945068359375,99999.99999990905,0,Rp || Cp,Rp,Cp,4831.110177856852,4.251732965860138e-09,4.251732965860138e-09,4831.110177856852,0.0001801422708359866,0.0001801422708359866,1.0,28.83113964024026,-372.09565644095045,373.21094860035504,-1.4934676913762703,0.0010000000474974513,0,0.0010000000474974513,-0.248626708984375,0.23626708984375,-6.179809863837704e-06,0.00024862672079351,off
1781064414.401604,2026-06-10T12:06:54.401,87753570183536,,2,cv_100kHz,bias,bias,0.05,6,206,0.05,0.1,100000.0,0.099945068359375,99999.99999990905,0,Rp || Cp,Rp,Cp,4814.733050964836,4.25109169715938e-09,4.25109169715938e-09,4814.733050964836,0.0001801068835457451,0.0001801068835457451,1.0,28.93670687887008,-372.1359778236762,373.2593186991817,-1.4931940562118906,0.0010000000474974513,0,0.0010000000474974513,-0.248626708984375,0.23626708984375,-6.179809863837704e-06,0.00024862672079351,off
1781064414.82487,2026-06-10T12:06:54.824,87753597135216,,2,cv_100kHz,bias,bias,0.06,7,207,0.06,0.1,100000.0,0.099945068359375,99999.99999990905,0,Rp || Cp,Rp,Cp,4789.605140173785,4.250663570590812e-09,4.250663570590812e-09,4789.605140173785,0.0001800960031184675,0.0001800960031184675,1.0,29.092503627661767,-372.1494742012244,373.2848843920327,-1.4927807483508095,0.0010000000474974513,0,0.0010000000474974513,-0.24658203125,0.237152099609375,-4.7149660442613595e-06,0.000246582042962018,off
1781064415.255696,2026-06-10T12:06:55.255,87753623800176,,2,cv_100kHz,bias,bias,0.07,8,208,0.07,0.1,100000.0,0.099945068359375,99999.99999990905,0,Rp || Cp,Rp,Cp,4777.8281398599775,4.2507487139069216e-09,4.2507487139069216e-09,4777.8281398599775,0.0001800836134232287,0.0001800836134232287,1.0,29.162179034949627,-372.1309540024191,373.27185751515884,-1.492590787936327,0.0010000000474974513,0,0.0010000000474974513,-0.248687744140625,0.237152099609375,-5.767822539581857e-06,0.000248687755952659,off
1781064415.678099,2026-06-10T12:06:55.678,87753649604976,,2,cv_100kHz,bias,bias,0.08,9,209,0.08,0.1,100000.0,0.099945068359375,99999.99999990905,0,Rp || Cp,Rp,Cp,4745.848979915048,4.2505127293891106e-09,4.2505127293891106e-09,4745.848979915048,0.00018006508110331038,0.00018006508110331038,1.0,29.359500507371557,-372.1206461131689,373.27704929947765,-1.492061626868171,0.0010000000474974513,0,0.0010000000474974513,-0.248687744140625,0.237152099609375,-5.767822539581857e-06,0.000248687755952659,off
1781064416.1513536,2026-06-10T12:06:56.151,87753674836336,,2,cv_100kHz,bias,bias,0.09,10,210,0.09,0.1,100000.0,0.099945068359375,99999.99999990905,0,Rp || Cp,Rp,Cp,4712.43276915408,4.250201433888975e-09,4.250201433888975e-09,4712.43276915408,0.00018003126014314063,0.00018003126014314063,1.0,29.56939161910328,-372.1147956062597,373.28778446369273,-1.4914998590952224,0.0010000000474974513,0,0.0010000000474974513,-0.248687744140625,0.237152099609375,-5.767822539581857e-06,0.000248687755952659,off
1781064416.6111174,2026-06-10T12:06:56.611,87753705802096,,2,cv_100kHz,bias,bias,0.1,11,211,0.1,0.1,100000.0,0.099945068359375,99999.99999990905,0,Rp || Cp,Rp,Cp,4676.425139171263,4.2480978978714236e-09,4.2480978978714236e-09,4676.425139171263,0.0001799309377751061,0.0001799309377751061,1.0,29.82350606108298,-372.2605968518553,373.4533350798665,-1.490852478240405,0.0010000000474974513,0,0.0010000000474974513,-0.248046875,0.2481689453125,6.103515914901436e-08,0.0002481689570998924,off
1781064417.0530674,2026-06-10T12:06:57.053,87753729026416,,2,cv_100kHz,bias,bias,0.11,12,212,0.11,0.1,100000.0,0.099945068359375,99999.99999990905,0,Rp || Cp,Rp,Cp,4650.289793663446,4.248798260429108e-09,4.248798260429108e-09,4650.289793663446,0.00017994434731581022,0.00017994434731581022,1.0,29.979140905992647,-372.1732715933192,373.37875271356285,-1.4904183039212593,0.0010000000474974513,0,0.0010000000474974513,-0.246612548828125,0.2481689453125,7.781982791499331e-07,0.0002481689570998924,off
1781064417.5503254,2026-06-10T12:06:57.550,87753759132016,,2,cv_100kHz,bias,bias,0.12,13,213,0.12,0.1,100000.0,0.099945068359375,99999.99999990905,0,Rp || Cp,Rp,Cp,4612.48188394384,4.249171670722899e-09,4.249171670722899e-09,4612.48188394384,0.00017993328028004729,0.00017993328028004729,1.0,30.21639226734195,-372.10150707784237,373.3263477592433,-1.4897694146134124,0.0010000000474974513,0,0.0010000000474974513,-0.246612548828125,0.2481689453125,7.781982791499331e-07,0.0002481689570998924,off
1781064417.987442,2026-06-10T12:06:57.987,87753786370416,,2,cv_100kHz,bias,bias,0.13,14,214,0.13,0.1,100000.0,0.099945068359375,99999.99999990905,0,Rp || Cp,Rp,Cp,4568.811649630602,4.248611815280037e-09,4.248611815280037e-09,4568.811649630602,0.00017989244525151853,0.00017989244525151853,1.0,30.509358040350396,-372.103063020811,373.3517248353139,-1.4889876352320093,0.0010000000474974513,0,0.0010000000474974513,-0.246795654296875,0.238677978515625,-4.058838083409455e-06,0.00024679566601903957,off
1781064418.4344492,2026-06-10T12:06:58.434,87753812175216,,2,cv_100kHz,bias,bias,0.14,15,215,0.14,0.1,100000.0,0.099945068359375,99999.99999990905,0,Rp || Cp,Rp,Cp,4520.941508528475,4.247499580352011e-09,4.247499580352011e-09,4520.941508528475,0.00017982606654985955,0.00017982606654985955,1.0,30.844061757092312,-372.1462655241606,373.4222798511818,-1.4881037727165904,0.0010000000474974513,0,0.0010000000474974513,-0.247589111328125,0.238677978515625,-4.455566617878048e-06,0.00024758912308797676,off
1781064418.9487484,2026-06-10T12:06:58.948,87753844287856,,2,cv_100kHz,bias,bias,0.15,16,216,0.15,0.1,100000.0,0.099945068359375,99999.99999990905,0,Rp || Cp,Rp,Cp,4477.35766131189,4.247365617573016e-09,4.247365617573016e-09,4477.35766131189,0.00017980436113172,0.00017980436113172,1.0,31.142100861568647,-372.10817437382354,373.4090570432003,-1.4872999170703958,0.0010000000474974513,0,0.0010000000474974513,-0.247589111328125,0.23870849609375,-4.440307828090795e-06,0.00024758912308797676,off
